model,surface,modality,category,stage,classifier,size_bucket,frames,tp,fp,fn,precision,recall,f1,fppi,fp_frame_rate,source
baseline,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,small,68,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,medium,68,0,2,0,0.0,0.0,0.0,0.029411764705882353,,eval\results\video_persize\summary.csv
baseline,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,large,68,25,2,43,0.9259,0.3676,0.5263,0.029411764705882353,,eval\results\video_persize\summary.csv
baseline,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,small,235,0,9,0,0.0,0.0,0.0,0.03829787234042553,,eval\results\video_persize\summary.csv
baseline,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,medium,235,17,20,1,0.4595,0.9444,0.6182,0.0851063829787234,,eval\results\video_persize\summary.csv
baseline,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,large,235,126,1,50,0.9921,0.7159,0.8317,0.00425531914893617,,eval\results\video_persize\summary.csv
baseline,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,small,163,14,2,2,0.875,0.875,0.875,0.012269938650306749,,eval\results\video_persize\summary.csv
baseline,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,medium,163,44,0,0,1.0,1.0,1.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,large,163,88,5,6,0.9462,0.9362,0.9412,0.03067484662576687,,eval\results\video_persize\summary.csv
baseline,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,small,116,2,1,8,0.6667,0.2,0.3077,0.008620689655172414,,eval\results\video_persize\summary.csv
baseline,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,medium,116,47,0,3,1.0,0.94,0.9691,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,large,116,48,0,8,1.0,0.8571,0.9231,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,small,166,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,medium,166,5,0,9,1.0,0.3571,0.5263,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,large,166,128,5,20,0.9624,0.8649,0.911,0.030120481927710843,,eval\results\video_persize\summary.csv
baseline,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,small,239,13,0,43,1.0,0.2321,0.3768,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,medium,239,89,6,2,0.9368,0.978,0.957,0.02510460251046025,,eval\results\video_persize\summary.csv
baseline,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,large,239,40,3,0,0.9302,1.0,0.9639,0.012552301255230125,,eval\results\video_persize\summary.csv
baseline,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,small,150,60,20,20,0.75,0.75,0.75,0.13333333333333333,,eval\results\video_persize\summary.csv
baseline,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,medium,150,55,109,15,0.3354,0.7857,0.4701,0.7266666666666667,,eval\results\video_persize\summary.csv
baseline,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,large,150,0,1,0,0.0,0.0,0.0,0.006666666666666667,,eval\results\video_persize\summary.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,small,20,0,3,0,0.0,0.0,0.0,0.15,,eval\results\video_persize\summary.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,medium,20,0,29,0,0.0,0.0,0.0,1.45,,eval\results\video_persize\summary.csv
baseline,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,large,20,0,7,0,0.0,0.0,0.0,0.35,,eval\results\video_persize\summary.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,small,271,0,30,0,0.0,0.0,0.0,0.11070110701107011,,eval\results\video_persize\summary.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,medium,271,0,215,0,0.0,0.0,0.0,0.7933579335793358,,eval\results\video_persize\summary.csv
baseline,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,large,271,0,46,0,0.0,0.0,0.0,0.16974169741697417,,eval\results\video_persize\summary.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,small,20,0,1,0,0.0,0.0,0.0,0.05,,eval\results\video_persize\summary.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,medium,20,0,1,0,0.0,0.0,0.0,0.05,,eval\results\video_persize\summary.csv
baseline,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,small,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,medium,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,large,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,small,20,0,3,0,0.0,0.0,0.0,0.15,,eval\results\video_persize\summary.csv
baseline,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,medium,20,0,3,0,0.0,0.0,0.0,0.15,,eval\results\video_persize\summary.csv
baseline,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,small,249,0,5,0,0.0,0.0,0.0,0.020080321285140562,,eval\results\video_persize\summary.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,medium,249,0,48,0,0.0,0.0,0.0,0.1927710843373494,,eval\results\video_persize\summary.csv
baseline,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,large,249,0,51,0,0.0,0.0,0.0,0.20481927710843373,,eval\results\video_persize\summary.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,small,55,0,20,0,0.0,0.0,0.0,0.36363636363636365,,eval\results\video_persize\summary.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,medium,55,0,13,0,0.0,0.0,0.0,0.23636363636363636,,eval\results\video_persize\summary.csv
baseline,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,large,55,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,small,554,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,medium,554,0,82,0,0.0,0.0,0.0,0.148014440433213,,eval\results\video_persize\summary.csv
baseline,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,large,554,0,58,0,0.0,0.0,0.0,0.10469314079422383,,eval\results\video_persize\summary.csv
baseline,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,medium,20,0,6,0,0.0,0.0,0.0,0.3,,eval\results\video_persize\summary.csv
baseline,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,large,20,0,2,0,0.0,0.0,0.0,0.1,,eval\results\video_persize\summary.csv
baseline,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
baseline,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,medium,20,0,13,0,0.0,0.0,0.0,0.65,,eval\results\video_persize\summary.csv
baseline,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,large,20,0,4,0,0.0,0.0,0.0,0.2,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,small,114,9,6,40,0.6,0.1837,0.2812,0.05263157894736842,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,medium,114,18,1,48,0.9474,0.2727,0.4235,0.008771929824561403,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,large,114,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,small,108,0,0,2,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,medium,108,4,2,61,0.6667,0.0615,0.1127,0.018518518518518517,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,large,108,3,2,18,0.6,0.1429,0.2308,0.018518518518518517,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,small,68,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,medium,68,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,large,68,23,1,45,0.9583,0.3382,0.5,0.014705882352941176,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,small,235,0,5,0,0.0,0.0,0.0,0.02127659574468085,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,medium,235,16,4,2,0.8,0.8889,0.8421,0.01702127659574468,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,large,235,69,3,107,0.9583,0.392,0.5565,0.01276595744680851,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,small,163,2,1,14,0.6667,0.125,0.2105,0.006134969325153374,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,medium,163,31,2,13,0.9394,0.7045,0.8052,0.012269938650306749,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,large,163,81,3,13,0.9643,0.8617,0.9101,0.018404907975460124,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,small,116,0,0,10,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,medium,116,29,0,21,1.0,0.58,0.7342,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,large,116,47,0,9,1.0,0.8393,0.9126,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,small,166,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,medium,166,6,0,8,1.0,0.4286,0.6,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,large,166,127,6,21,0.9549,0.8581,0.9039,0.03614457831325301,,eval\results\video_persize\summary.csv
retrained_v2,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,small,239,0,0,56,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,medium,239,43,0,48,1.0,0.4725,0.6418,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,large,239,39,0,1,1.0,0.975,0.9873,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,small,150,4,2,76,0.6667,0.05,0.093,0.013333333333333334,,eval\results\video_persize\summary.csv
retrained_v2,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,medium,150,8,16,62,0.3333,0.1143,0.1702,0.10666666666666667,,eval\results\video_persize\summary.csv
retrained_v2,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,large,150,0,2,0,0.0,0.0,0.0,0.013333333333333334,,eval\results\video_persize\summary.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,medium,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,small,271,0,5,0,0.0,0.0,0.0,0.01845018450184502,,eval\results\video_persize\summary.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,medium,271,0,38,0,0.0,0.0,0.0,0.14022140221402213,,eval\results\video_persize\summary.csv
retrained_v2,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,large,271,0,4,0,0.0,0.0,0.0,0.014760147601476014,,eval\results\video_persize\summary.csv
retrained_v2,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,medium,20,0,1,0,0.0,0.0,0.0,0.05,,eval\results\video_persize\summary.csv
retrained_v2,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,small,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,medium,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,large,21,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,medium,20,0,1,0,0.0,0.0,0.0,0.05,,eval\results\video_persize\summary.csv
retrained_v2,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,small,249,0,3,0,0.0,0.0,0.0,0.012048192771084338,,eval\results\video_persize\summary.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,medium,249,0,57,0,0.0,0.0,0.0,0.2289156626506024,,eval\results\video_persize\summary.csv
retrained_v2,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,large,249,0,39,0,0.0,0.0,0.0,0.1566265060240964,,eval\results\video_persize\summary.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,small,55,0,7,0,0.0,0.0,0.0,0.12727272727272726,,eval\results\video_persize\summary.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,medium,55,0,10,0,0.0,0.0,0.0,0.18181818181818182,,eval\results\video_persize\summary.csv
retrained_v2,real_video_distant_airplane_over_head_flying_away,rgb,AIRPLANES,rgb_raw,none,large,55,0,1,0,0.0,0.0,0.0,0.01818181818181818,,eval\results\video_persize\summary.csv
retrained_v2,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,small,554,0,1,0,0.0,0.0,0.0,0.0018050541516245488,,eval\results\video_persize\summary.csv
retrained_v2,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,medium,554,0,32,0,0.0,0.0,0.0,0.05776173285198556,,eval\results\video_persize\summary.csv
retrained_v2,real_video_helicopter_compilation,rgb,HELICOPTERS,rgb_raw,none,large,554,0,30,0,0.0,0.0,0.0,0.05415162454873646,,eval\results\video_persize\summary.csv
retrained_v2,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,small,20,0,1,0,0.0,0.0,0.0,0.05,,eval\results\video_persize\summary.csv
retrained_v2,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,medium,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_helicopter_overhead_short,rgb,HELICOPTERS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,small,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
retrained_v2,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,medium,20,0,13,0,0.0,0.0,0.0,0.65,,eval\results\video_persize\summary.csv
retrained_v2,real_video_helicopter_overhead_very_small_airplane_in_background,rgb,HELICOPTERS,rgb_raw,none,large,20,0,2,0,0.0,0.0,0.0,0.1,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,small,114,12,45,37,0.2105,0.2449,0.2264,0.39473684210526316,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,medium,114,61,19,5,0.7625,0.9242,0.8356,0.16666666666666666,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_and_bird_sky_and_trees_short,rgb,DRONE,rgb_raw,none,large,114,0,2,0,0.0,0.0,0.0,0.017543859649122806,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,small,108,0,5,2,0.0,0.0,0.0,0.046296296296296294,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,medium,108,50,18,15,0.7353,0.7692,0.7519,0.16666666666666666,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_attacked_by_bird_mountain_side_view,rgb,DRONE,rgb_raw,none,large,108,21,3,0,0.875,1.0,0.9333,0.027777777777777776,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,small,68,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,medium,68,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_over_mountain_attacked_by_birds,rgb,DRONE,rgb_raw,none,large,68,13,2,55,0.8667,0.1912,0.3133,0.029411764705882353,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,small,235,0,15,0,0.0,0.0,0.0,0.06382978723404255,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,medium,235,17,37,1,0.3148,0.9444,0.4722,0.1574468085106383,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_seagull_attack,rgb,DRONE,rgb_raw,none,large,235,165,15,11,0.9167,0.9375,0.927,0.06382978723404255,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,small,163,14,4,2,0.7778,0.875,0.8235,0.024539877300613498,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,medium,163,44,2,0,0.9565,1.0,0.9778,0.012269938650306749,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_takeoff_from_ground_and_not_hand_short,rgb,DRONE,rgb_raw,none,large,163,79,13,15,0.8587,0.8404,0.8495,0.07975460122699386,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,small,116,10,0,0,1.0,1.0,1.0,0.0,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,medium,116,49,0,1,1.0,0.98,0.9899,0.0,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_takeoff_short,rgb,DRONE,rgb_raw,none,large,116,42,4,14,0.913,0.75,0.8235,0.034482758620689655,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,small,166,0,1,0,0.0,0.0,0.0,0.006024096385542169,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,medium,166,6,0,8,1.0,0.4286,0.6,0.0,,eval\results\video_persize\summary.csv
selcom_1280,real_video_drone_takeoff_short_trees_background_dji_air_3s_take_off_sho,rgb,DRONE,rgb_raw,none,large,166,121,24,27,0.8345,0.8176,0.8259,0.14457831325301204,,eval\results\video_persize\summary.csv
selcom_1280,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,small,239,34,50,22,0.4048,0.6071,0.4857,0.20920502092050208,,eval\results\video_persize\summary.csv
selcom_1280,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,medium,239,90,11,1,0.8911,0.989,0.9375,0.04602510460251046,,eval\results\video_persize\summary.csv
selcom_1280,real_video_flock_of_seagulls_attack_drone_beach,rgb,DRONE,rgb_raw,none,large,239,40,59,0,0.404,1.0,0.5755,0.24686192468619247,,eval\results\video_persize\summary.csv
selcom_1280,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,small,150,68,45,12,0.6018,0.85,0.7047,0.3,,eval\results\video_persize\summary.csv
selcom_1280,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,medium,150,66,167,4,0.2833,0.9429,0.4356,1.1133333333333333,,eval\results\video_persize\summary.csv
selcom_1280,real_video_two_birds_drone,rgb,DRONE,rgb_raw,none,large,150,0,1,0,0.0,0.0,0.0,0.006666666666666667,,eval\results\video_persize\summary.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,small,20,0,16,0,0.0,0.0,0.0,0.8,,eval\results\video_persize\summary.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,medium,20,0,42,0,0.0,0.0,0.0,2.1,,eval\results\video_persize\summary.csv
selcom_1280,real_video_birds_flying_overhead_various_sizes_short,rgb,BIRDS,rgb_raw,none,large,20,0,3,0,0.0,0.0,0.0,0.15,,eval\results\video_persize\summary.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,small,271,0,91,0,0.0,0.0,0.0,0.33579335793357934,,eval\results\video_persize\summary.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,medium,271,0,252,0,0.0,0.0,0.0,0.9298892988929889,,eval\results\video_persize\summary.csv
selcom_1280,real_video_birds_in_slow_motion_flying_various_sizes_compilation,rgb,BIRDS,rgb_raw,none,large,271,0,98,0,0.0,0.0,0.0,0.36162361623616235,,eval\results\video_persize\summary.csv
selcom_1280,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,small,20,0,19,0,0.0,0.0,0.0,0.95,,eval\results\video_persize\summary.csv
selcom_1280,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,medium,20,0,8,0,0.0,0.0,0.0,0.4,,eval\results\video_persize\summary.csv
selcom_1280,real_video_distant_birds_flying_in_the_sky_short,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_1280,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,small,21,0,1,0,0.0,0.0,0.0,0.047619047619047616,,eval\results\video_persize\summary.csv
selcom_1280,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,medium,21,0,4,0,0.0,0.0,0.0,0.19047619047619047,,eval\results\video_persize\summary.csv
selcom_1280,real_video_flock_of_birds_flying_short,rgb,BIRDS,rgb_raw,none,large,21,0,1,0,0.0,0.0,0.0,0.047619047619047616,,eval\results\video_persize\summary.csv
selcom_1280,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,small,20,0,2,0,0.0,0.0,0.0,0.1,,eval\results\video_persize\summary.csv
selcom_1280,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,medium,20,0,1,0,0.0,0.0,0.0,0.05,,eval\results\video_persize\summary.csv
selcom_1280,real_video_flock_of_birds_flying_sunset,rgb,BIRDS,rgb_raw,none,large,20,0,0,0,0.0,0.0,0.0,0.0,,eval\results\video_persize\summary.csv
selcom_1280,real_video_airplanes_compilation,rgb,AIRPLANES,rgb_raw,none,small,249,0,10,0,0.0,0.0,0.0,0.040160642570281124,,eval\results\video_persize\summary.csv
