model,surface,modality,category,stage,classifier,size_bucket,frames,tp,fp,fn,precision,recall,f1,fppi,fp_frame_rate,source
rgb_selcom_960,roboflow_rgb_drone,rgb,DRONE,+patch,none,medium,,1246,66,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_drone/train
rgb_selcom_960,roboflow_rgb_drone,rgb,DRONE,+patch,none,large,,664,131,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_drone/train
rgb_selcom_960,roboflow_rgb_drone,rgb,DRONE,rgb_raw,none,all,,568,110,96,0.8378,0.8554,0.8465,,,eval\results\roboflow_ood\summary.csv#rgb_drone/valid
rgb_selcom_960,roboflow_rgb_drone,rgb,DRONE,+patch,none,all,,537,93,127,0.8524,0.8087,0.83,,,eval\results\roboflow_ood\summary.csv#rgb_drone/valid
rgb_selcom_960,roboflow_rgb_drone,rgb,DRONE,+patch,none,small,,46,53,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_drone/valid
rgb_selcom_960,roboflow_rgb_drone,rgb,DRONE,+patch,none,medium,,345,25,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_drone/valid
rgb_selcom_960,roboflow_rgb_drone,rgb,DRONE,+patch,none,large,,177,32,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_drone/valid
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,rgb_raw,none,all,,0,49,0,0.0,0.0,0.0,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/test
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,all,,0,34,0,0.0,0.0,0.0,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/test
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,small,,0,10,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/test
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,medium,,0,17,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/test
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,large,,0,22,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/test
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,rgb_raw,none,all,,0,342,0,0.0,0.0,0.0,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/train
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,all,,0,216,0,0.0,0.0,0.0,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/train
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,small,,0,63,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/train
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,medium,,0,142,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/train
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,large,,0,137,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/train
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,rgb_raw,none,all,,0,66,0,0.0,0.0,0.0,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/valid
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,all,,0,42,0,0.0,0.0,0.0,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/valid
baseline,roboflow_rgb_helicopter,rgb,HELICOPTER,+patch,none,small,,0,9,,,,,,,eval\results\roboflow_ood\summary.csv#rgb_helicopter/valid
